id,artist_names,name,genres,acousticness,danceability,duration_ms,energy,speechiness,tempo,valence,
spotify:track:0mKMbu1kjSPhZUQjWgGF3o,"Mc Kevin, Pedro Lotto",1 Milhão de Sonhos,"trap brasileiro,funk ostentacao,funk paulista,funk carioca",0.491,0.588,133968,0.505,0.445,87.724,0.191,
spotify:track:6XQXrPutPuCIjfxwAmKnbe,"Mc Kevin, Wall Hein",Trilha,"trap brasileiro,funk ostentacao,funk paulista,funk carioca",0.227,0.804,161280,0.538,0.278,125.131,0.424,
spotify:track:4Ijct6HkKsC9HQVgcnMe7C,Chico César,Deus Me Proteja,"musica paraibana,bossa nova,mpb,samba",0.328,0.418,293510,0.61,0.084,156.946,0.719,
spotify:track:1jomN1tLiPE5eGd9siFJYE,Lauana Prado,Viva Voz - Ao Vivo Em São Paulo / 2019,"sertanejo universitario,sertanejo,sertanejo pop",0.0515,0.743,164407,0.849,0.0282,128.034,0.883,
spotify:track:42P3wMiPfXQM93TYZotuPQ,Gusttavo Lima,De Menina pra Mulher - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,arrocha",0.118,0.83,208383,0.92,0.0352,121.982,0.967,
spotify:track:6F7tttrdq7aUdxXVeo0nKp,Simone & Simaria,Foi Pá Pum,"pop nacional,sertanejo universitario,sertanejo,sertanejo pop",0.378,0.627,183413,0.818,0.103,161.857,0.449,
spotify:track:1x0Uv7gDZfx6jhb4IN4DIx,Gusttavo Lima,Balada do Buteco - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,arrocha",0.192,0.823,165020,0.934,0.0447,156.023,0.967,
spotify:track:7benotyTvLY2vUsDKtxbiA,Gusttavo Lima,Café e Amor - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,arrocha",0.393,0.6,206147,0.75,0.0448,145.919,0.398,
spotify:track:22XHLQfF77BLIr8e4xg8at,"Mc Kevin, MC PH, Perera DJ",Opção,"funk carioca,funk consciente,funk paulista,funk mtg,funk ostentacao",0.23,0.815,251077,0.536,0.395,130.044,0.578,
spotify:track:6NM06xgqxQ0HU5lxbt2JHi,Gusttavo Lima,Saudade Sua,"agronejo,sertanejo universitario,sertanejo,arrocha",0.292,0.616,210080,0.839,0.106,147.883,0.348,
spotify:track:1kc4AGgMcmCyP4JkSr7hNv,Zé Felipe,Virginia,"agronejo,arrocha,sertanejo universitario,arrochadeira,sertanejo",0.56,0.786,149600,0.612,0.0363,134.998,0.906,
spotify:track:6eIZaT9qNz9lVrhWbJOWls,"Mac Júlia, Pejota","Sofa, Breja e Netflix","rap mineiro,rap feminino nacional",0.206,0.736,184500,0.378,0.182,124.952,0.716,
spotify:track:29Ctas4IXYei0t9fGnnxgU,Guilherme & Benuto,Camisa Preta - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,arrocha",0.226,0.63,171243,0.869,0.154,80.958,0.582,
spotify:track:1qCLx3nX25NuhfPjM5E1qV,Melim,Ouvi Dizer,"pop nacional,nova mpb,mpb",0.0745,0.641,210889,0.614,0.0532,81.011,0.727,
spotify:track:4VfG3ntsNSyNr7lPZZyvTE,Gusttavo Lima,Tudo que Eu Queria - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,arrocha",0.406,0.654,178688,0.648,0.0443,143.838,0.612,
spotify:track:1mQOFRDoqI34LdN79PE0vH,MC Zaquin,Ô Moça,"funk bh,funk mtg",0.481,0.84,180923,0.495,0.0797,130.041,0.527,
spotify:track:6qFTfWG7Hz3q9HxRpNVJo1,Henrique & Juliano,Se Eu Fosse Você - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,arrocha",0.39,0.55,210461,0.816,0.0508,108.088,0.484,
spotify:track:50YsV2XFugoMrqJK9Ttdly,MC Teteu,Rave Na Praia,funk mtg,0.0314,0.628,203636,0.635,0.0661,87.981,0.518,
spotify:track:20McUFi8KCIVdNDLrkTDuZ,HVME,Goosebumps,slap house,0.325,0.767,163208,0.659,0.0444,124.946,0.439,
spotify:track:3lJ8BcGM1ROQ1ufneU3Qya,"Th CDM, Batidão Stronda",Preta do Cabelo Cacheado,"brega funk,arrochadeira",0.679,0.848,158531,0.502,0.238,159.902,0.816,
spotify:track:3ODFNdnvb3EwcXk6DI6tGA,Wesley Safadão,Passatempo,"sertanejo universitario,forro,arrocha,sertanejo",0.193,0.716,162237,0.817,0.0569,160.047,0.928,
spotify:track:4wcBRRpIfesgcyUtis7PEg,Olivia Rodrigo,"1 step forward, 3 steps back",pop,0.941,0.473,163587,0.203,0.102,168.884,0.419,
spotify:track:1zejeOnykpCoyVSit6Bwp3,Olivia Rodrigo,hope ur ok,pop,0.388,0.443,209560,0.298,0.0644,77.253,0.172,
spotify:track:6x1FttETfbRLerumlTn0ZH,Teto,Paypal,"trap brasileiro,trap baiano",0.171,0.888,166154,0.691,0.254,130.067,0.863,
spotify:track:5qNh5WtzMbfpSj2jLlBkoD,Billie Eilish,Your Power,"art pop,pop",0.937,0.634,245897,0.285,0.0807,129.65,0.203,
spotify:track:1Qzse4pBfaUXY6wWOqYoRH,Zé Vaqueiro,Letícia,"forro de favela,forro,arrocha",0.622,0.615,167684,0.907,0.128,152.093,0.725,
spotify:track:0H1pXo2rOF0oVP1egktsuk,"Mc Kevin, DJ Negret, Dj Luan MPC",Vida Longa,"funk ostentacao,funk paulista,funk carioca",0.37,0.521,190424,0.446,0.195,138.971,0.327,
spotify:track:5HCyWlXZPP0y6Gqq8TgA20,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),"pop,canadian pop,australian hip hop",0.0383,0.591,141806,0.764,0.0483,169.928,0.478,
spotify:track:6aIzRBVtvwsgSxdSvXJctb,Gusttavo Lima,Super Ex - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,arrocha",0.165,0.847,171817,0.859,0.0398,116.948,0.776,
spotify:track:2qE0S1LFtf9l2t3lxtxUtX,Gusttavo Lima,Tudo que Eu Queria - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,arrocha",0.406,0.654,178688,0.648,0.0443,143.838,0.612,
spotify:track:3cNKhoBUhyuXhQTdQjOiT8,Anitta,Loco,"pop nacional,pagode baiano,pop,funk pop,funk rj",0.00624,0.806,157324,0.67,0.0491,103.96,0.366,
spotify:track:6G5z2fh5MfVErDCsJJKNwv,Mc Livinho,Na Ponta do Pé 2,"funk paulista,funk carioca,funk rj",0.472,0.592,214727,0.76,0.148,65.994,0.634,
spotify:track:685gjMmRjwLFrtCWtF2sXo,Henrique & Juliano,Rasteira - Ao Vivo,"agronejo,sertanejo universitario,sertanejo,arrocha",0.528,0.593,189007,0.692,0.042,106.046,0.598,
spotify:track:456hS1uLvaApIdoMyqg9e4,MC Ryan SP,Google da Minha Vida,funk paulista,0.546,0.661,137872,0.583,0.158,93.759,0.428,
spotify:track:3yNHwvq8n95NJTBILYEciD,"MC Zaquin, DJ Wesley Gonzaga",Ei Tudo Bem,"funk bh,funk mtg",0.691,0.807,117692,0.533,0.0344,129.966,0.681,
spotify:track:6WhnioyjsbxNSpQhCXhYv6,"Felipe Araújo, Gusttavo Lima",Amando Individual,"agronejo,sertanejo universitario,sertanejo,arrocha",0.412,0.45,176188,0.804,0.0376,141.075,0.575,
spotify:track:14SljsjDUvcK8xLAJrR7qW,"Mc Lipi, MC Hariel",Bem Melhor,"funk consciente,funk paulista,funk carioca",0.0422,0.815,197000,0.706,0.0554,120.011,0.621,
spotify:track:0xBQvhJAm6f7J142ympKOn,Mari Fernandez,"Não, Não Vou","agronejo,forro,arrochadeira,arrocha",0.427,0.631,173038,0.861,0.0424,149.95,0.822,
spotify:track:6SA8c5JbUZF7HyAeDX4iiB,"Th CDM, Batidão Stronda",Preta do Cabelo Cacheado,"brega funk,arrochadeira,arrocha",0.806,0.817,161989,0.571,0.0872,159.881,0.889,
spotify:track:66HWIQEq6xO0IZ47AHrybG,Diego & Victor Hugo,Desbloqueado - Ao Vivo,"sertanejo universitario,sertanejo,arrocha,sertanejo pop",0.783,0.547,188672,0.571,0.0412,75.188,0.38,
spotify:track:3ydmNkAyYq0AKtG8sTfE9P,VMZ,Plutão,"musica triste brasileira,nerdcore brasileiro",0.375,0.829,221462,0.425,0.499,147.873,0.716,
spotify:track:3FmdH6c6eh2fQZ0UNwuVMz,Nivy,Quinto Degrau,,0.814,0.42,142321,0.281,0.133,67.495,0.277,
spotify:track:5JCoSi02qi3jJeHdZXMmR8,Olivia Rodrigo,favorite crime,pop,0.866,0.369,152667,0.272,0.0364,172.929,0.218,
spotify:track:0MMyJUC3WNnFS1lit5pTjk,Olivia Rodrigo,"jealousy, jealousy",pop,0.198,0.695,173160,0.575,0.116,163.929,0.699,
spotify:track:4zN7Kfk6s75jBOEehLHzV2,Gustavo Mioto,Não Parei De Sofrer,"sertanejo universitario,sertanejo,arrocha",0.317,0.702,176395,0.88,0.145,157.999,0.632,
spotify:track:63400Pm7x5Awe4NH82oRYe,"Filipe Ret, Dallass",War,"pop rap brasileiro,trap brasileiro",0.202,0.573,152583,0.633,0.0586,150.85,0.309,
spotify:track:0BGwAKW4u8kWOhWFflZxfl,Masked Wolf,Astronaut In The Ocean,australian hip hop,0.175,0.778,132780,0.695,0.0913,149.996,0.472,
spotify:track:1c5uZE4rMQ09O4bIJvlHwK,Israel & Rodolffo,Coração Traumatizou - Ao Vivo,"agronejo,arrocha,sertanejo universitario,sertanejo pop,sertanejo",0.551,0.899,182798,0.625,0.0491,125.055,0.797,
spotify:track:6vZaNHrGvtGRKyZBceaRV7,Pabllo Vittar,Ama Sofre Chora,"funk carioca,pop nacional,pop lgbtq+ brasileira,dance pop,funk pop",0.112,0.676,151127,0.834,0.0334,131.938,0.731,
spotify:track:3neqH7BREo9vsQkx4NZwSe,Jonas Esticado,Paredão No Talo,"forro,arrocha",0.466,0.729,152658,0.807,0.0606,157.996,0.911,
spotify:track:6SRsiMl7w1USE4mFqrOhHC,Olivia Rodrigo,brutal,pop,0.0311,0.672,143747,0.526,0.0599,123.999,0.28,
spotify:track:1w5GF97jRe8bnNKcBPYPyf,Zé Vaqueiro,Meu Mel,"forro de favela,forro,arrocha",0.578,0.565,163588,0.873,0.0359,150.17,0.534,
spotify:track:4PHj4jdDD3Vbq2Br23nyOD,"Felipe Araújo, Matheus & Kauan",Mais Um,"agronejo,arrocha,pop nacional,sertanejo universitario,sertanejo",0.421,0.766,168258,0.793,0.0477,126.975,0.73,
spotify:track:1b9IzmXxzKbOe7tcmDYUg0,"Tierry, Marília Mendonça",Hackearam-Me,"sertanejo universitario,sertanejo,arrocha",0.38,0.479,209250,0.683,0.0545,129.558,0.557,
spotify:track:7lc3EORoGIEpQmZPMeoQKg,"Ciro Netto e Manuel, Guilherme & Benuto",Da Cama pro Coração,"agronejo,arrocha,sertanejo universitario,sertanejo pop,sertanejo",0.638,0.715,146512,0.653,0.0791,125.837,0.735,
spotify:track:13hyExMFjdAQ6ZsgqLdpSS,"Marília Mendonça, Maiara & Maraisa",Você Não Manda Em Mim,"sertanejo universitario,sertanejo,arrocha,sertanejo pop",0.693,0.514,148975,0.585,0.0473,143.844,0.342,
spotify:track:25141FAgU1OmwoC9W2i5E3,"Tarcísio do Acordeon, Marcynho Sensação",Rolê,"forro,arrocha",0.3,0.681,174938,0.775,0.0429,160.067,0.96,
spotify:track:0wvV4P3u4wnVggA8cCDGTJ,Marcynho Sensação,Viela,"forro,arrocha",0.334,0.825,152483,0.849,0.0791,170.078,0.914,
spotify:track:27NovPIUIRrOZoCHxABJwK,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),"lgbtq+ hip hop,deep underground hip hop,pop rap,kentucky hip hop,rap",0.0203,0.736,212000,0.704,0.0615,149.995,0.894,
spotify:track:5wIXzJXnU2HC79kYJIXPt3,João Gomes,Fica Comigo,"piseiro,forro",0.268,0.659,216696,0.91,0.0368,145.945,0.923,
spotify:track:4pt5fDVTg5GhEvEtlz9dKk,Måneskin,I WANNA BE YOUR SLAVE,"indie rock italiano,italian pop",0.00165,0.75,173347,0.608,0.0387,132.507,0.958,
spotify:track:2nJVGaiVN4mG9da9dcB6mH,João Gomes,Que Nem Vovô,"piseiro,forro",0.368,0.678,161184,0.904,0.0363,147.973,0.961,
spotify:track:32rpfi8d3iC3MiMeLWlZU6,NATTAN,Diferente dos Diferentes,forro,0.373,0.662,169701,0.858,0.0416,153.988,0.896,
spotify:track:5uvEyd73MMFvW2WuEghabn,"MC L da Vinte, Mc Kaio",Colocando Nela,"funk carioca,funk viral,funk bh,funk mtg,funk ostentacao,funk rj",0.113,0.634,140308,0.359,0.0581,84.696,0.456,
spotify:track:2bgTY4UwhfBYhGT4HUYStN,BTS,Butter,"k-pop boy group,pop,k-pop",0.00323,0.759,164442,0.459,0.0948,109.997,0.695,
spotify:track:5AeydY71HZkZQ5dRHU9bHG,Vitor Fernandes,Acaso,"forro,arrocha",0.279,0.599,200891,0.882,0.04,156.015,0.542,
spotify:track:4cKn3YjlRNowwNQi5LuZkk,"Luan Santana, Mc Don Juan",SORRIA,"funk carioca,arrocha,sertanejo universitario,batidao romantico,funk paulista,funk mtg,sertanejo",0.201,0.568,181123,0.736,0.0557,153.093,0.72,
spotify:track:3RbXsVQr4jeTxvT35Hssq3,Marília Mendonça,Bebi Liguei - Ao Vivo,"sertanejo universitario,sertanejo,arrocha",0.362,0.603,159780,0.804,0.198,153.883,0.682,
spotify:track:5SwyN9hzmWjBsINlif8li8,Gusttavo Lima,Ficha Limpa,"agronejo,sertanejo universitario,sertanejo,arrocha",0.108,0.774,192725,0.732,0.0308,135.005,0.734,
spotify:track:3CUPWFarYwA0HJQqzje4UD,Vitinho Imperador,Volta Rapariga,"forro,arrocha",0.272,0.708,196371,0.735,0.0434,81,0.962,
spotify:track:4jMrV2f00zM9ifqJal3CcG,Zé Vaqueiro,Fim da Noite,"forro de favela,forro,arrocha",0.688,0.745,167168,0.862,0.0449,145.1,0.839,
spotify:track:4llr8mcoauwrHBtjGb7F9S,MC Kevin o Chris,Tipo Gin - Ao Vivo,"funk 150 bpm,funk carioca,funk rj",0.78,0.75,159147,0.668,0.061,94.998,0.786,
spotify:track:297PAlIk1PSDeZFkdC4WIe,Marcynho Sensação,Viela,"forro,arrocha",0.334,0.825,152483,0.849,0.0791,170.078,0.914,
spotify:track:6PQ88X9TkUIAUIZJHW2upE,Ed Sheeran,Bad Habits,"uk pop,pop,singer-songwriter pop",0.0469,0.808,231041,0.897,0.0348,126.026,0.591,
spotify:track:73x4PDzlTdJkAa8GtjnUs0,"Th CDM, Batidão Stronda",Preta do Cabelo Cacheado,"brega funk,arrochadeira",0.679,0.848,158531,0.502,0.238,159.902,0.816,
spotify:track:1h6a1gcgHa4hg09xEmue3V,"Raí Saia Rodada, NATTAN",Storiezin,"forro,arrocha",0.319,0.767,138387,0.895,0.0799,154.917,0.961,
spotify:track:7zyZ9yPXIQebb79PrMghpV,Pabllo Vittar,Zap Zum,"funk carioca,pop nacional,pop lgbtq+ brasileira,dance pop,funk pop",0.0858,0.596,167503,0.864,0.04,169.123,0.833,
spotify:track:49QpcTWIP16YgGLmiPDvTI,Léo & Raphael,Os Menino da Pecuária,"agronejo,sertanejo pop",0.307,0.857,156215,0.805,0.0682,130.047,0.734,
spotify:track:142YjJNOuXjzeSDnB1ujw1,MC Levin,Sua amiga deu,"funk carioca,funk mtg",0.277,0.947,178173,0.556,0.0736,130.046,0.426,
spotify:track:0eu4C55hL6x29mmeAjytzC,Oliver Tree,Life Goes On,alternative hip hop,0.186,0.7,161803,0.49,0.076,79.982,0.569,
spotify:track:1rFRjUkibxaMaUwGgKpfwe,João Gomes,Tô Sem Você,"piseiro,forro",0.282,0.594,172320,0.887,0.0429,149.971,0.663,
spotify:track:0s2SzCYqITp4lKdbxPQoYy,Luísa Sonza,MULHER DO ANO XD,"pop nacional,funk carioca",0.161,0.736,155385,0.525,0.0558,134.123,0.801,
spotify:track:4j1YtEBU47QOUapAXf5svl,Zé Neto & Cristiano,Beijou Meia Cidade,"agronejo,sertanejo universitario,sertanejo,arrocha",0.475,0.725,165378,0.728,0.0926,108.046,0.733,
spotify:track:5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,traitor,pop,0.691,0.38,229227,0.339,0.0338,100.607,0.0849,
spotify:track:1uP6LzGFVwX2h2D39mOglz,Mc Branquinha,Eu Rebolo Sim,"funk viral,funk mandelao",0.051,0.89,130183,0.498,0.0828,130.113,0.917,
spotify:track:6e4ewdwc5OhGhmnDHyNraC,Luísa Sonza,melhor sozinha :-)-:,"pop nacional,funk carioca",0.362,0.605,226909,0.595,0.0374,103.081,0.308,
spotify:track:6M3PsepEj5gyJoIi7Xvr7u,The Weeknd,Take My Breath - Single Version,"canadian contemporary r&b,pop,canadian pop",0.0106,0.747,220196,0.739,0.0487,120.996,0.523,
spotify:track:2plRom0urixt6BE8t7kOhQ,Anitta,Girl From Rio,"pop nacional,pagode baiano,pop,funk pop,funk rj",0.00727,0.692,194422,0.639,0.0352,140.059,0.733,
spotify:track:6sPBi0qLI6KM3yXX56NxsA,Tarcísio do Acordeon,Meia Noite (Você tem meu Whatsapp),"forro,arrocha",0.685,0.709,237900,0.816,0.0346,150.06,0.921,
spotify:track:7GLWWrk1YlkPYqJK3ynIA0,Jorge & Mateus,Lance Individual,"agronejo,sertanejo universitario,sertanejo,arrocha",0.309,0.752,164459,0.62,0.0509,117.399,0.962,
spotify:track:2JMOMpspSaGua3VK2EFcGZ,Juliette,Vixe Que Gostoso,,0.684,0.671,217258,0.516,0.0361,92.997,0.589,
spotify:track:3sOcmmmWB7dqyziUVLXpTi,"Abbot, somynem.grin",Hylander,trap brasileiro,0.0692,0.903,96625,0.642,0.356,131.96,0.651,
spotify:track:2pBEAodCImE4LgbKAG4bfz,"Bruno & Marrone, Wesley Safadão",Último Beijo,"arrocha,sertanejo,sertanejo universitario,sertanejo pop,forro",0.528,0.582,181279,0.899,0.143,156.621,0.612,
spotify:track:1JHvLQWHUoYuapwQikeDuD,"Jonas Esticado, Gusttavo Lima",Ele Não Tem,"agronejo,arrocha,sertanejo,sertanejo universitario,forro",0.363,0.656,212192,0.85,0.0384,155.042,0.918,
spotify:track:2ASs0n7ukfyxAxDtdir4vF,"MC Luan da BS, Mc Vitin do LJ, MC Marley",Privilégio,"funk bh,funk viral,funk mtg",0.623,0.567,151384,0.645,0.0817,85.107,0.888,
spotify:track:1sTVKLLFDfAfowsG4bRBN4,"MC Teteu, MC Ks, Dj Serpinha",Faz a Pose,"rave funk,funk mtg,funk mandelao",0.351,0.909,135732,0.3,0.256,129.975,0.694,
spotify:track:35qOGx1CWvCkQFOv4BkVIV,Os Barões Da Pisadinha,Esquema Preferido - Ao Vivo,"agronejo,arrocha,piseiro,sertanejo universitario,forro",0.363,0.62,201974,0.943,0.0435,167.945,0.968,
spotify:track:5ra6CI0pEzqjxPEZeBz0d7,Hungria Hip Hop,Amor e Fé - Acústico,"rap df,brazilian hip hop",0.589,0.632,322736,0.697,0.0377,135.961,0.837,
spotify:track:0Hlfni60gJ8aE2ywMqgtUv,"Eric Land, Wesley Safadão",Beijo das Galáxias,"sertanejo universitario,forro,arrocha,sertanejo",0.456,0.425,152191,0.629,0.236,78.296,0.67,
spotify:track:5XyDFMwY1NTIlkbzcfVyl3,"O Boy da Seresta, Menor Nico",Nega Chegando,arrochadeira,0.555,0.811,138104,0.633,0.0474,144,0.818,
spotify:track:2R1OgezGfBMeiAcMpJ1EkH,Zé Vaqueiro,Letícia,"forro de favela,forro,arrocha",0.622,0.615,167684,0.907,0.128,152.093,0.725,
spotify:track:7qmnP8Woc47dLSrMD5MxL1,"Petter Ferraz, Menor Nico",Amor ou o Litrão,,0.437,0.934,173913,0.707,0.0646,138.023,0.961,
spotify:track:1X0MaGErD8rcspqQs9s2m0,Zé Felipe,Só Tem Eu,"agronejo,arrocha,sertanejo universitario,arrochadeira,sertanejo",0.114,0.797,164308,0.531,0.0472,129.995,0.869,
spotify:track:0gmDtSc2Ay17diWj6nJjlG,Jão,Coringa,pop nacional,0.0315,0.73,187080,0.566,0.0503,96.952,0.497,
spotify:track:1nDCZBI8MaHXI2f36dnQyG,Tierry,Rita,"sertanejo universitario,arrocha",0.212,0.512,156630,0.677,0.068,132.241,0.776,
spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,"house,dutch edm,pop dance,trance,edm,slap house,big room,brostep",0.414,0.798,164000,0.62,0.232,120.031,0.235,
spotify:track:4xWzZmX4K1yyrdtRfbUvjt,Niack,Oh Juliana,"funk carioca,funk mtg",0.387,0.799,153078,0.568,0.25,129.63,0.963,
spotify:track:0V4ZIBLOxq85pFQATKtItp,Gustavo Mioto,Despedida De Casal,"sertanejo universitario,sertanejo,arrocha",0.658,0.925,180576,0.35,0.0649,107.989,0.691,
spotify:track:0nGOQOcurYXEWKcWi2ZrQo,Mc Frog,Golpe Trocado,"agronejo,funk viral,funk bh,funk mtg,funk mandelao",0.794,0.716,121846,0.597,0.292,88.531,0.729,
spotify:track:5It3UpCRrZM6SJTL8dIQOV,"Renno, Tarcísio do Acordeon",A Pior Parte,"forro,arrocha",0.269,0.606,152228,0.855,0.0584,159.954,0.764,
spotify:track:2Oycxb8QbPkpHTo8ZrmG0B,"Miley Cyrus, Dua Lipa",Prisoner (feat. Dua Lipa),"uk pop,pop,dance pop",0.0103,0.781,169333,0.67,0.0452,127.99,0.595,
spotify:track:3tjFYV6RSFtuktYl3ZtYcq,"24kGoldn, iann dior",Mood (feat. iann dior),"pop rap,cali rap,melodic rap",0.221,0.7,140526,0.722,0.0369,90.989,0.756,
spotify:track:59kRq8rb5uJCrSYYbGCk7o,MC Rogerinho,Só Você,"batidao romantico,arrocha",0.023,0.834,187141,0.522,0.0479,129.96,0.892,
spotify:track:1HbA4N1MiOsPthALesGFR1,"Shawn Mendes, Justin Bieber",Monster (Shawn Mendes & Justin Bieber),"pop,canadian pop,viral pop",0.0593,0.64,178994,0.392,0.0574,145.838,0.502,
spotify:track:0dTqciDQzwVKWY2kb3Gixf,Zé Vaqueiro,Cangote,"forro de favela,forro,arrocha",0.408,0.537,231855,0.923,0.0645,164.06,0.655,
spotify:track:60ynsPSSKe6O3sfwRnIBRf,Doja Cat,Streets,"pop,dance pop",0.21,0.749,226987,0.463,0.0842,90.035,0.189,
spotify:track:3KfyRuNdcCGsZb15sqrXDA,Mc Talibã,Um Sabadão Desse Uma Lua Dessa,,0.584,0.921,172748,0.83,0.135,133.089,0.596,
spotify:track:4dkMmfrNEIUMjoEIFHA2yy,Israell Muniz,Eu Vou Tirar Você Do Cabaré,"forro,arrocha",0.2,0.751,153253,0.815,0.0274,129.977,0.851,
spotify:track:0RaIjuKU5hudMteEXwr4RS,Jorge & Mateus,Ranking,"agronejo,sertanejo universitario,sertanejo,arrocha",0.0883,0.666,166388,0.846,0.174,144.479,0.782,
spotify:track:2rXIj8SkYrAWQ4Dn2oiupk,"MC Meno K, DJ Neeh",Camisa do Grêmio,"funk viral,funk mtg,funk rj",0.323,0.898,139473,0.466,0.421,137.052,0.934,
spotify:track:1Nmcs8zk7LfcvHRgLtTM5J,"Orochi, Papatinho",Amor de Fim de Noite,"trap brasileiro,funk carioca,brazilian hip hop",0.842,0.473,221143,0.427,0.066,138.655,0.694,
spotify:track:3fLqmaO4vvZpFZSZy52VMp,"Lagum, Ana Gabriela",Deixa (feat. Ana Gabriela),"nova mpb,belo horizonte indie",0.822,0.554,176025,0.326,0.0599,81.998,0.331,
spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,"uk pop,pop",0.751,0.501,182161,0.405,0.0319,109.891,0.446,
spotify:track:6AMTUbWihFZOwOeHxZN2Ge,Vitor Fernandes,Vou falar que não quero,"forro,arrocha",0.592,0.665,186832,0.705,0.0317,155.994,0.597,
spotify:track:2ylAocQwOgzelMbW9KJL56,Zé Vaqueiro,Meia Noite,"forro de favela,forro,arrocha",0.345,0.767,210352,0.865,0.0589,156.052,0.958,
spotify:track:3VT8hOC5vuDXBsHrR53WFh,Masked Wolf,Astronaut In The Ocean,australian hip hop,0.175,0.778,132780,0.695,0.0913,149.996,0.472,
spotify:track:7pDcS0EVMJR0YwjXmHcCRg,"Luísa Sonza, ZAAC",TOMA,"pop nacional,funk ostentacao,funk carioca,funk pop",0.0999,0.762,129655,0.597,0.282,75.063,0.267,
spotify:track:5yaXBGNko8lmFSOvKWo99j,Matheus & Kauan,Então Toma - Ao Vivo,"agronejo,arrocha,pop nacional,sertanejo universitario,sertanejo",0.571,0.643,162208,0.827,0.0986,146.048,0.769,
spotify:track:6Im9k8u9iIzKMrmV7BWtlF,Ariana Grande,34+35,pop,0.237,0.83,173711,0.585,0.094,109.978,0.485,
spotify:track:2xCMTX0PJdEc7kPJqUHw4o,Tarcísio do Acordeon,Hoje Dói,"forro,arrocha",0.716,0.696,243025,0.684,0.0304,145.995,0.929,
spotify:track:0hDphSo7vI7gCjEPpD6gu0,GIULIA BE,se essa vida fosse um filme,pop nacional,0.726,0.505,125098,0.544,0.18,75.511,0.753,
spotify:track:5cDqPZ79hO8LujICezKQm0,"MC Cabelinho, Dallass, Honaiser",UM ERRO,"trap funk,trap brasileiro,funk consciente",0.738,0.732,183196,0.537,0.0721,115.94,0.448,
spotify:track:4LiVUPK4lUqO8yrRw9wOiu,"Mc Poze do Rodo, DJ Nemo NTR, Dj Felipe Rosa",Talvez,funk carioca,0.14,0.665,164211,0.592,0.336,88.281,0.0938,
spotify:track:3hqjvHfk55d0eBJUBICfC5,"Baco Exu do Blues, Muse Maya",Sei Partir,"pop rap brasileiro,trap brasileiro,rap baiano",0.71,0.685,176327,0.32,0.0505,98,0.245,
spotify:track:0yOYdil5IO9tW7wraM9C3r,Diego & Victor Hugo,Buzina - Ao Vivo,"sertanejo universitario,sertanejo,arrocha,sertanejo pop",0.0992,0.479,162966,0.889,0.168,169.646,0.735,
spotify:track:5ccCgF1VuiWrKE5OLt3fSF,"Netto & Henrique, Diego & Victor Hugo",Cheiro De Problema - Ao Vivo,"sertanejo universitario,sertanejo,arrocha,sertanejo pop",0.0767,0.463,168601,0.874,0.0823,119.79,0.469,
spotify:track:7MiZjKawmXTsTNePyTfPyL,Hippie Sabotage,Devil Eyes,"edm,electronic trap",0.702,0.391,131272,0.396,0.189,99.112,0.199,
spotify:track:1GWUiFYLYEapxYHnASyOud,Wesley Safadão,Não Valeu,"sertanejo universitario,forro,arrocha,sertanejo",0.556,0.803,162750,0.841,0.0344,120.134,0.832,
spotify:track:017PF4Q3l4DBUiWoXk4OWT,Dua Lipa,Break My Heart,"uk pop,pop,dance pop",0.167,0.73,221820,0.729,0.0884,113.011,0.467,
spotify:track:1MpCaOeUWhox2Fgigbe1cL,Beyoncé,I'M THAT GIRL,"r&b,pop",0.0616,0.554,208014,0.535,0.186,105.865,0.136,
spotify:track:2mqTtvbKxH7SoEQ2oGAnsA,Beyoncé,CHURCH GIRL,"r&b,pop",0.0381,0.792,224473,0.919,0.276,92.028,0.22,
spotify:track:4DByEumlGTZKSzuVEZ35eo,Beyoncé,PURE/HONEY,"r&b,pop",0.0122,0.857,288255,0.558,0.134,123.973,0.453,
spotify:track:3k4CoiIQXiNBrwrmbBMDxj,Beyoncé,ALL UP IN YOUR MIND,"r&b,pop",0.0672,0.744,169820,0.577,0.0631,135.869,0.0805,
spotify:track:5ERs7pRNNPkYCyIGREK9Va,Zé Neto & Cristiano,Batendo o Dente,"agronejo,sertanejo universitario,sertanejo,arrocha",0.415,0.787,190989,0.644,0.0559,119.774,0.394,
spotify:track:0oQCRjrWGvkqkdf82UlXI3,PEDRO SAMPAIO,POCPOC,"funk carioca,funk rj",0.239,0.837,127385,0.636,0.0521,129.891,0.857,
